name,latitude,longitude
Valmont Dog Park,40.030526224620694,-105.22945105444389
Foothills Community Dog Park,40.059606887814034,-105.29048944644185
Foothills Community Dog Park,40.05860967870021,-105.28934437993644
East Boulder Dog Park,39.99148739855479,-105.22198870757627
HSBV Play Yard,40.02231838668339,-105.22612426627347
HSBV Agility Yard,40.02254990137281,-105.22607445610436
