OSMPTrailsOSMPOBJECTID,OSMPTrailsOSMPOWNER,OSMPTrailsOSMPBICYCLES,OSMPTrailsOSMPDISPLAY,OSMPTrailsOSMPTRAILTYPE,OSMPTrailsOSMPDATEFROM,OSMPTrailsOSMPDATETO,OSMPTrailsOSMPSEGMENTID,OSMPTrailsOSMPHORSES,OSMPTrailsOSMPRID,OSMPTrailsOSMPTRLID,OSMPTrailsOSMPMILEAGE,OSMPTrailsOSMPMEASUREDFEET,OSMPTrailsOSMPTRAILNAME,OSMPTrailsOSMPGlobalID,OSMPTrailsOSMPDIFFICULTY,OSMPTrailsOSMPDOGS,OSMPTrailsOSMPDOGREGGEN,OSMPTrailsOSMPDOGREGDESC,OSMPTrailsOSMPEBIKES,SHAPESTLength,OSMPTrailClosuresOBJECTID,OSMPTrailClosuresRID,OSMPTrailClosuresCLOSUREDURATION,OSMPTrailClosuresWEBLINK,OSMPTrailClosuresCLOSUREAREA,OSMPTrailClosuresTRAILSTATUS,OSMPTrailClosuresCLOSUREREASON,OSMPTrailClosuresLOCATIONDESCRIPTION,OSMPTrailClosuresCONTACT,OSMPTrailClosuresCOMMENTS,OSMPTrailClosuresGLOBALID,OSMPTrailClosuresSEGMENTID
2684,OSMP,No,Yes,Hiking Trail,2022/08/17 00:00:00+00,2099/12/31 00:00:00+00,417-664-665,No,2170,417,0.01,52,Buckingham Park,{B8CF7D4D-1C2A-47E3-8F56-B8DF47B9E13E},Easy,Yes,LR,Leash Required,No,51.38725073,1102,2170,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{79998198-C9CA-451E-8318-10284300BDA3},417-664-665
2685,OSMP,No,Yes,Hiking Trail,2022/08/17 00:00:00+00,2099/12/31 00:00:00+00,417-666-665,No,2172,417,0.004,20,Buckingham Park,{B0A77F37-72CA-4FF5-B33C-79E14A268531},Easy,Yes,LR,Leash Required,No,18.81792299,1103,2172,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{8134D983-4F08-49E9-84F3-DE2F8B6DBF2C},417-666-665
2686,OSMP,No,Yes,Hiking Trail,2022/08/17 00:00:00+00,2099/12/31 00:00:00+00,417-665-663,No,2173,417,0.022,117,Buckingham Park,{F0C1B4E0-338B-48F7-A89C-9CCBFF0E8FAC},Easy,Yes,LR,Leash Required,No,116.697332,1104,2173,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{9C0A4B9E-DF0D-4289-95F5-C858A2969E90},417-665-663
2687,OSMP,No,Yes,Hiking Trail,2022/08/17 00:00:00+00,2099/12/31 00:00:00+00,417-665-662,No,2171,417,0.024,124,Buckingham Park,{71286DCA-CF92-48FB-8CCF-5062CCFD0602},Easy,Yes,LR,Leash Required,No,126.9549345,1105,2171,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{EB99B401-56E9-43C4-ADD5-5309710FBA3F},417-665-662
2688,OSMP,No,Yes,Hiking Trail,2022/08/17 00:00:00+00,2099/12/31 00:00:00+00,417-664-667,No,2169,417,0.009,51,Buckingham Park,{CCA6838C-539C-47EA-9A4B-22499433BA6C},Easy,Yes,LR,Leash Required,No,47.77170827,1106,2169,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{BF48A2BA-DFB9-46FD-AE61-C88FB97A2665},417-664-667
2689,OSMP,Yes,Yes,Multi-Use Trail,2023/07/31 00:00:00+00,2099/12/31 00:00:00+00,408-652-675,Yes,2264,408,2.78,14638,Left Hand,{45CB6B7D-5C7C-4C89-9B24-7BA6C6B470FE},Moderate,Yes,LR,Leash Required,Yes,14678.34003,1107,2264,Until Further Notice,,Left Hand,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{DDAA0047-13A8-4CF4-97F7-679FC0D6238D},408-652-675
2690,OSMP,Yes,Yes,Multi-Use Trail,2023/05/08 00:00:00+00,2099/12/31 00:00:00+00,409-652-650,Yes,2198,409,0.628,3271,Sage,{254634A3-F658-4865-A299-E3EE3CFE4E43},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,3316.596933,1108,2198,Until Further Notice,,,Open,Construction,,https://bouldercolorado.gov/services/osmp-closures,SAGE TRAIL SECTION CLOSED  TO PUBLIC 7am-5pm MON-FRI. OPEN ALL OTHER DAYS/HOURS.,{D692776F-587A-43B4-8860-D48DA18DAA63},409-652-650
2691,OSMP,Yes,Yes,Multi-Use Trail,2023/06/11 00:00:00+00,2099/12/31 00:00:00+00,411-650-651,Yes,2232,411,0.24,1245,North Rim,{D31D1C9C-A735-4C19-989F-88B01FDBDA2D},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,1265.070358,1109,2232,Until Further Notice,,,Open,Construction,,https://bouldercolorado.gov/services/osmp-closures,"North Rim Trail will be closed Monday, February 26th between 9-4.",{C739CBF1-BFB3-40AA-9358-D1916CB7F3A8},411-650-651
2692,OSMP,Yes,Yes,Multi-Use Trail,2023/05/08 00:00:00+00,2099/12/31 00:00:00+00,409-650-648,Yes,2199,409,0.53,2771,Sage,{6026FB8A-B78C-45BF-A11C-DF3A75D5D020},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,2796.216142,1110,2199,Until Further Notice,,,Open,Construction,,https://bouldercolorado.gov/services/osmp-closures,SAGE TRAIL SECTION CLOSED  TO PUBLIC 7am-5pm MON-FRI. OPEN ALL OTHER DAYS/HOURS.,{5125B5CD-BB78-4CB8-B00D-A91C41AEA298},409-650-648
2693,OSMP,Yes,Yes,Multi-Use Trail,2023/04/24 00:00:00+00,2099/12/31 00:00:00+00,410-649-648,Yes,2185,410,0.48,2542,Eagle,{DE121A18-245F-45E7-A5FC-61C4462EB7EE},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,2536.239117,1111,2185,Until Further Notice,,,Open,Construction,,https://bouldercolorado.gov/services/osmp-closures,EAGLE TRAIL SECTION CLOSED TO PUBLIC 24/7 DURING CONSTRUCTION,{E9851627-A632-4F20-84B6-F12FA169E8B8},410-649-648
2697,OSMP,No,Yes,Hiking Trail,2023/06/21 00:00:00+00,2099/12/31 00:00:00+00,415-647-672,Yes,2238,415,0.235,1244,Mesa Reservoir,{74057701-908C-4C96-A829-3ABB99E9BAED},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1239.107201,1115,2238,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{D2FD2F5F-25B1-47F0-A2BA-CC4438A5BF77},415-647-672
2698,OSMP,Yes,Yes,Multi-Use Trail,2023/06/05 00:00:00+00,2099/12/31 00:00:00+00,410-646-647,Yes,2224,410,0.204,1091,Eagle,{ADC41132-30DA-40EC-BD09-4BF3DFF37BCD},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,1076.252695,1116,2224,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{29BFD7AC-F32F-4663-B4F7-F80B6826546D},410-646-647
2699,OSMP,No,Yes,Hiking Trail,2023/06/25 00:00:00+00,2099/12/31 00:00:00+00,416-646-671,Yes,2241,416,0.275,1454,Degge,{D476CC83-F5B6-443E-B0C0-4D762D7F2251},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1449.698272,1117,2241,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{AC870A0D-88FF-4125-AEC7-1D3514B77AB5},416-646-671
2702,OSMP,Yes,Yes,Multi-Use Trail,2023/06/05 00:00:00+00,2099/12/31 00:00:00+00,410-643-646,Yes,2223,410,0.522,2761,Eagle,{42979880-5773-41AA-8962-99E5BB58B6AC},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,2755.857557,1120,2223,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{4F07ADCB-ED75-4C85-AE22-BC84087AEF78},410-643-646
2704,OSMP,Yes,Yes,Multi-Use Trail,2023/05/29 00:00:00+00,2099/12/31 00:00:00+00,409-654-653,Yes,2221,409,0.006,42,Sage,{468594E1-1053-4CAC-AE84-3FA4A5599A09},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,33.09301942,1113,2221,Until Further Notice,,,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{06E4388E-6EEA-4B67-9832-EE454B2D379B},409-654-653
2705,OSMP,No,Yes,Hiking Trail,2023/06/07 00:00:00+00,2099/12/31 00:00:00+00,410-642-643,Yes,2229,410,0.004,22,Eagle,{DBFB8C26-E956-47E7-8B65-20FD4CB2B176},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,20.22372698,1123,2229,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{46A6609B-4D2D-4850-A49A-7376327D4F21},410-642-643
2706,OSMP,No,Yes,Hiking Trail,2023/06/20 00:00:00+00,2099/12/31 00:00:00+00,414-670-672,Yes,2237,414,1,5307,Hidden Valley,{3AB48338-94A8-4B99-A628-26DD01EAFA0C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,5278.329058,1124,2237,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{F0E31E6D-1958-403F-8E03-D4DB7FF6C0E1},414-670-672
2707,OSMP,No,Yes,Hiking Trail,2023/06/07 00:00:00+00,2099/12/31 00:00:00+00,416-670-641,Yes,2231,416,0.404,2158,Degge,{1B5CE4E8-CE89-472A-92AF-16DCF1D4E988},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,2145.736568,1125,2231,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{313F2549-3B2C-44A7-AD12-531E3AC39F34},416-670-641
2708,OSMP,No,Yes,Hiking Trail,2023/06/25 00:00:00+00,2099/12/31 00:00:00+00,416-671-670,Yes,2242,416,0.222,1174,Degge,{9C0B951D-D6A6-48EB-8BE7-865D6731ED96},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1171.552294,1126,2242,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{A343B63B-C2E6-42CC-B361-2B6DF0EBDF70},416-671-670
2709,OSMP,No,Yes,Hiking Trail,2023/06/07 00:00:00+00,2099/12/31 00:00:00+00,410-640-641,Yes,2227,410,0.009,51,Eagle,{DA6540E1-58C4-4326-B599-77FF3FBCD6E9},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,50.0229256,1127,2227,Until Further Notice,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{A78B9705-CE63-4725-828F-0E5074FE1F31},410-640-641
2710,OSMP,No,Yes,Hiking Trail,2023/06/07 00:00:00+00,2099/12/31 00:00:00+00,414-642-670,Yes,2230,414,0.233,1221,Hidden Valley,{6AA3CF8A-2653-4695-85E0-02A932B5E91E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1228.188954,1128,2230,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{FF4EA318-6C9D-4C4C-A87D-FF3A94FE499B},414-642-670
2711,OSMP,No,Yes,Hiking Trail,2023/06/07 00:00:00+00,2099/12/31 00:00:00+00,410-641-642,Yes,2228,410,0.409,2155,Eagle,{D59943DF-4D46-4D1B-B8D8-D818E941D316},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,2161.393519,1129,2228,Until Further Notice,,Boulder Valley Ranch,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{DD40C0F0-1E7B-4B57-B4AB-7BF7A40E4298},410-641-642
2712,OSMP,Yes,Yes,Multi-Use Trail,2024/06/05 00:00:00+00,2099/12/31 00:00:00+00,401-692-635,Yes,2283,401,0.487,-9999,Foothills North,{34F75EC5-4F9B-4B95-827A-1504E4B12B58},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,2571.468564,2866,2283,Until Further Notice,,,Open,Construction,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{A4FD7BDA-7B1C-454D-8E42-00A0B2A1EFDA},401-692-635
2713,OSMP,No,Yes,Hiking Trail,2022/05/24 00:00:00+00,2099/12/31 00:00:00+00,402-636-636,No,2035,402,1.768,9530,Hogback Ridge,{E0E1F4D6-A701-4638-815A-FD5C75CBEC99},Difficult,No,No Dogs,No Dogs,No,9337.043406,1131,2035,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{DCA504E1-69BA-4290-B121-2CA0DCFCF40A},402-636-636
2714,OSMP,No,Yes,Hiking Trail,2022/05/25 00:00:00+00,2099/12/31 00:00:00+00,402-636-633,No,2036,402,0.039,216,Hogback Ridge,{8ED0F9B6-7A4D-4530-B454-256DF590C707},Easy,No,No Dogs,No Dogs,No,204.035342,1132,2036,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{36E62CF3-4CA1-4E8F-AE9A-5BF68E02DE53},402-636-633
2715,OSMP,Yes,Yes,Multi-Use Trail,2022/05/17 00:00:00+00,2099/12/31 00:00:00+00,401-637-638,Yes,2022,401,0.097,513,Foothills North,{B1925D69-3804-401E-B99A-4DFEBDAC6FC3},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,514.2354862,1133,2022,Until Further Notice,,,Open,Maintenance,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{A7975015-3954-4846-849C-A6310E589891},401-637-638
2716,OSMP,Yes,Yes,Multi-Use Trail,2022/05/17 00:00:00+00,2099/12/31 00:00:00+00,401-637-634,Yes,2023,401,0.012,63,Foothills North,{FDA89010-8D2C-419C-A431-1D6B8913BAAF},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,64.22452301,1134,2023,Until Further Notice,,,Open,Construction,Foothills North,https://bouldercolorado.gov/services/osmp-closures,Foothills North will be closed beginning 5/1 for 1 week during South Bridge construction.,{EDD8FEAF-F31B-438A-9947-071FE75B97B4},401-637-634
2717,OSMP,Yes,Yes,Multi-Use Trail,2022/05/17 00:00:00+00,2099/12/31 00:00:00+00,401-633-634,Yes,2024,401,0.015,80,Foothills North,{7B3703CB-86B6-4B02-943B-AB1ACBEBAF9C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,81.41655705,1135,2024,Until Further Notice,,,Open,Construction,Foothills North,https://bouldercolorado.gov/services/osmp-closures,Foothills North will be closed beginning 5/1 for 1 week during South Bridge construction.,{0E85658C-BFD4-4B3F-8740-D1532A6016E3},401-633-634
2718,OSMP,Yes,Yes,Multi-Use Trail,2022/05/17 00:00:00+00,2099/12/31 00:00:00+00,401-633-637,Yes,2021,401,0.021,115,Foothills North,{7E06FC4B-5345-4C21-956E-9FDA2714B554},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,110.4956891,1136,2021,Until Further Notice,,,Open,,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{2A0987C7-42CD-4E96-A048-AB2515AEFA70},401-633-637
2719,OSMP,Yes,Yes,Multi-Use Trail,2022/05/17 00:00:00+00,2099/12/31 00:00:00+00,401-632-633,Yes,2020,401,0.29,1538,Foothills North,{9CE9F240-D54C-4A46-B635-E922B050D4FD},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1530.326754,1137,2020,Until Further Notice,,,Open,Maintenance,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{01D10678-1B92-4B12-819F-F55EC95E4ED4},401-632-633
2720,OSMP,Yes,Yes,Multi-Use Trail,2022/05/18 00:00:00+00,2099/12/31 00:00:00+00,401-630-631,Yes,2029,401,0.01,58,Foothills North,{8AAB5C58-89BA-4DC6-9826-4713C9C9E6A7},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,54.09897323,1138,2029,Until Further Notice,,,Open,,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{26562B8B-F62F-4B62-8D78-FB7C9B2E599F},401-630-631
2721,OSMP,Yes,Yes,Multi-Use Trail,2022/05/18 00:00:00+00,2099/12/31 00:00:00+00,401-631-632,Yes,2030,401,0.137,725,Foothills North,{EEF12D33-893E-46A1-97B8-E44ECD214DBB},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,725.0906223,1139,2030,Until Further Notice,,,Open,Maintenance,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{ED0E09DC-80DA-4370-BBDF-35A1118EB0A0},401-631-632
2722,OSMP,Yes,Yes,Multi-Use Trail,2022/05/18 00:00:00+00,2099/12/31 00:00:00+00,401-629-630,Yes,2026,401,0.146,759,Foothills North,{F09D6213-43D4-4280-AD12-F01AEA56F333},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,765.7022396,1140,2026,Until Further Notice,,,Open,Maintenance,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{1C920152-CF75-4297-A7BF-E3F257B9FF0D},401-629-630
2723,OSMP,Yes,Yes,Multi-Use Trail,2022/05/18 00:00:00+00,2099/12/31 00:00:00+00,401-639-632,Yes,2031,401,0.016,85,Foothills North,{9856E303-83D4-45AC-ADAD-1B5F0A451D00},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,88.72397283,1141,2031,Until Further Notice,,,Open,,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{A626DC47-00E1-4B60-A728-C5B81ECA60A1},401-639-632
2724,OSMP,Yes,Yes,Multi-Use Trail,2022/05/18 00:00:00+00,2099/12/31 00:00:00+00,401-624-630,Yes,2027,401,0.014,73,Foothills North,{9945CB79-3500-49FC-A045-AE10CA83CF3E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,86.8523738,1142,2027,Until Further Notice,,,Open,,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{EDA10A49-99A9-4C01-96CA-605016DD0A71},401-624-630
2725,OSMP,Yes,Yes,Multi-Use Trail,2022/05/18 00:00:00+00,2099/12/31 00:00:00+00,401-624-631,Yes,2028,401,0.011,57,Foothills North,{F06837C8-2BF5-4921-8D00-F0B04E17A7F5},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,70.19898214,1143,2028,Until Further Notice,,,Open,,Foothills North,https://bouldercolorado.gov/services/osmp-closures,,{DA1651A7-4283-4386-8155-D32D60C0F2BE},401-624-631
2726,OSMP,Yes,Yes,Multi-Use Trail,2022/05/30 00:00:00+00,2099/12/31 00:00:00+00,403-626-621,Yes,2038,403,0.009,49,Foothills South,{063E78DC-B6AC-4E31-8EC9-91F681E175A2},Easy,Yes,LR,Leash Required,Yes,46.39595147,1144,2038,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{D191E945-AAC5-4EF0-93BC-3C312B433587},403-626-621
2727,OSMP,Yes,Yes,Multi-Use Trail,2022/05/30 00:00:00+00,2099/12/31 00:00:00+00,418-622-628,Yes,2040,418,0.027,146,Foothills Spur,{EEBECC73-83AC-4CA8-9C64-6B0DE4DCA372},Easy,Yes,LR,Leash Required,Yes,142.6439141,1145,2040,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{47D972B0-219C-4463-8DB0-00AA01C1D312},418-622-628
2728,OSMP,No,Yes,Hiking Trail,2022/05/09 00:00:00+00,2099/12/31 00:00:00+00,404-618-619,Yes,2017,404,0.489,2579,Old Kiln,{DFF6D9D6-1CF5-4CFB-A057-6D5363B076CE},Moderate,Yes,LR,Leash Required,No,2580.9813,1146,2017,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F4C64460-1743-4793-996C-A5BD26BC216C},404-618-619
2729,OSMP,No,Yes,Hiking Trail,2022/05/09 00:00:00+00,2099/12/31 00:00:00+00,405-620-619,Yes,2018,405,0.372,1989,Old Kiln Spur,{10BAC6E0-056D-4635-80CD-01997552B399},Moderate,Yes,LR,Leash Required,No,1964.901164,1147,2018,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F01865E8-CADE-4526-A600-7538CCA9535B},405-620-619
2730,OSMP,No,Yes,Hiking Trail,2022/05/03 00:00:00+00,2099/12/31 00:00:00+00,404-619-617,Yes,2016,404,0.311,1634,Old Kiln,{6059D423-FE78-4232-978F-009BEE8CFF9B},Moderate,Yes,LR,Leash Required,No,1642.241518,1148,2016,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{D7A282E3-B018-45FD-BC2F-19616291C282},404-619-617
2731,OSMP,Yes,Yes,Multi-Use Trail,2022/05/30 00:00:00+00,2099/12/31 00:00:00+00,418-626-622,Yes,2039,418,0.007,37,Foothills Spur,{5EBBE6CE-C106-42F8-B1AF-BF5556A86DF5},Easy,Yes,LR,Leash Required,Yes,35.81996776,1149,2039,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{48DD2B5B-0944-4FDD-85C9-B1CBEBE5EEAD},418-626-622
2732,OSMP,Yes,Yes,Multi-Use Trail,2022/05/30 00:00:00+00,2099/12/31 00:00:00+00,403-627-626,Yes,2037,403,0.004,22,Foothills South,{EDE539B2-2C62-4657-B557-B759B517A424},Easy,Yes,LR,Leash Required,Yes,19.74029054,1150,2037,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C2D5AFC5-EF6B-413D-907B-181CAB5D6DB0},403-627-626
2733,OSMP,Yes,Yes,Multi-Use Trail,2022/05/30 00:00:00+00,2099/12/31 00:00:00+00,403-621-622,Yes,2041,403,0.01,55,Foothills South,{34A0A3BC-0429-453B-A6AA-598C3E19F776},Easy,Yes,LR,Leash Required,Yes,53.3420528,1151,2041,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{2B5684B7-961C-45CC-9224-56F673F19DE9},403-621-622
2734,OSMP,Yes,Yes,Multi-Use Trail,2022/05/30 00:00:00+00,2099/12/31 00:00:00+00,403-622-674,Yes,2042,403,0.031,168,Foothills South,{585D3300-AD4A-4CB3-800A-D627ED0B2D20},Easy,Yes,LR,Leash Required,Yes,165.6981217,1599,2042,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B2F96C5C-A90C-498B-9715-5DA125ED1EE1},403-622-674
2735,OSMP,Yes,Yes,Multi-Use Trail,2022/05/30 00:00:00+00,2099/12/31 00:00:00+00,403-625-674,Yes,2043,403,0.005,22,Foothills,{5ADE103C-B59D-4DB1-A77B-45F2BF9D89EC},Easy,Yes,LR,Leash Required,Yes,24.06076427,1152,2043,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{59152E0C-6942-4C1D-B992-02B2C6D6A8F5},403-625-674
2736,OSMP,Yes,Yes,Multi-Use Trail,2022/08/14 00:00:00+00,2099/12/31 00:00:00+00,407-601-602,Yes,2156,407,0.014,57,Wonderland Lake,{29DD5ACD-B7F9-4171-8E71-74E92BABBBD6},Easy,Yes,LR,Leash Required,Yes,72.26596637,1153,2156,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{BEF51077-922C-48AC-AB39-704A4F16FEE5},407-601-602
2737,OSMP,Yes,Yes,Multi-Use Trail,2015/04/09 00:00:00+00,2099/12/31 00:00:00+00,403-611-615,Yes,1008,403,0.026,135,Foothills South,{845B386E-8318-4DA3-ACC0-38CAFA4ED4A1},Easy,Yes,LR,Leash Required,Yes,134.9932592,1154,1008,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{7D9EC496-A5AE-44F3-B9BF-6225A0888CB1},403-611-615
2738,OSMP,Yes,Yes,Multi-Use Trail,2022/05/23 00:00:00+00,2099/12/31 00:00:00+00,403-609-611,Yes,2033,403,0.104,548,Foothills South,{21DB6953-B2CE-447B-9313-7BD83330F5E6},Easy,Yes,LR,Leash Required,Yes,548.1269641,1155,2033,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{348CBA85-8020-419D-B8E7-5CE3831EEF01},403-609-611
2739,OSMP,Yes,Yes,Multi-Use Trail,2022/05/23 00:00:00+00,2099/12/31 00:00:00+00,407-608-609,Yes,2032,407,0.257,1359,Wonderland Lake,{4D8A1B9B-9C75-4BA4-B7DD-7C51BD025C9E},Easy,Yes,LR,Leash Required,Yes,1357.344778,1156,2032,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3721FA74-606B-4888-9C58-D1004FC2CD0F},407-608-609
2740,OSMP,Yes,Yes,Multi-Use Trail,2022/08/14 00:00:00+00,2099/12/31 00:00:00+00,407-602-603,Yes,2163,407,0.071,377,Wonderland Lake,{D40A06F4-1AB7-41C0-9F5F-BABCFE0637BB},Easy,Yes,LR,Leash Required,Yes,380.1772657,1157,2163,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{17AA8FAD-30D2-4843-BD51-7F37132E8203},407-602-603
2741,OSMP,Yes,Yes,Multi-Use Trail,2022/08/14 00:00:00+00,2099/12/31 00:00:00+00,407-600-601,Yes,2155,407,0.238,1240,Wonderland Lake,{AE94E529-5D4E-424F-AADD-453C45653D4B},Easy,Yes,LR,Leash Required,Yes,1256.445175,1158,2155,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{6D4B2793-ADE3-49CB-986C-C661E732D04A},407-600-601
2742,OSMP,Yes,Yes,Multi-Use Trail,2022/08/14 00:00:00+00,2099/12/31 00:00:00+00,407-606-607,Yes,2161,407,0.158,837,Wonderland Lake,{200C57FB-CBC9-4517-A3FB-45739F5ABA37},Easy,Yes,LR,Leash Required,Yes,836.4466794,1159,2161,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{3822A550-6F39-4514-ADE0-3439439FB0A5},407-606-607
2743,OSMP,Yes,Yes,Multi-Use Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,406-615-616,Yes,1046,406,0.018,93,Foothills - Wonderland Lake spur,{09F5C69E-C6D6-42B8-98D9-9D60AD4E8B56},Easy,Yes,LR,Leash Required,Yes,95.7654448,1160,1046,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C03A6031-9A7A-4C12-AAD5-3701F8637586},406-615-616
2744,OSMP,No,Yes,Hiking Trail,2022/08/14 00:00:00+00,2099/12/31 00:00:00+00,407-606-605,Yes,2162,407,0.095,496,Wonderland Lake,{D7FA24C0-BC89-4C4C-88B0-A2A2B5AFF05E},Easy,Yes,LR,Leash Required,No,503.9439696,1161,2162,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{B35EBE9D-1F8A-4AFB-8343-0C969B71A79B},407-606-605
2745,OSMP,Yes,Yes,Multi-Use Trail,2022/08/14 00:00:00+00,2099/12/31 00:00:00+00,407-605-606,Yes,2160,407,0.022,115,Wonderland Lake,{E8CE5916-B199-4B36-8245-9EBA96588A20},Easy,Yes,LR,Leash Required,Yes,114.4767751,1162,2160,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{C137C9EA-4F54-4039-93A8-09D784CD07E8},407-605-606
